idx,alias,date,rating,reviewtxt
609,best-bagel-and-coffee-new-york,2020-03-24,5.0,"Like the name implies.... BEST BAGEL & Coffee (which I didn't drink) lol.

Don't let the line deter you. There is a reason why there is a line out the door. It's THAT good. They are very efficient in moving the line. First, you order at the first cashier and then you go pay for your items at the second cashier. 

Lots of bagel options. I got myself a smoked salmon lox bagel with extra egg on an everything bagel. The eggs were thick and fluffy. My bagel had a good amount of scallion cream cheese and avocado! Wow, NY bagels are no joke. STACKED. It makes California bagels look kinda sad... I wish all my bagels looked this goooood. Forgot to tell them to hold the capers. I HATE CAPERS. 

It was love at first bite. Seriously the bagel was so big it was hard to fit in my mouth.... hey, again not complaining! So warm and toasty. Bagel was PERFECTION. Saved the other half for later that day. 

Very little seating so it's best for on-the-go. Highly recommend coming here in you are visiting NY or in the area."
609,best-bagel-and-coffee-new-york,2020-03-17,4.0,"Definitely best bagel, however, the coffee is questionable = 4 stars 

Coffee - originally wanted a cappuccino but they were honest and told me that it's not a real cappuccino but a powder form, no expresso and added sugar. I ended up with brewed coffee, which wasn't that great. 

Bagel - was an absolute dream. As a tourist, it did not cross my mind to have bagels in the city. I went for the smoked salmon and scallion cream cheese. It was extremely stuffed, they did not cheap out on the toppings. I had a bite of the Philly cheesesteak and it was SOO good. 

Line up may look big but it goes by fast."
609,best-bagel-and-coffee-new-york,2020-03-11,5.0,"It was workout wifey's birthday weekend and she was determined to get a New York bagel. Luckily for us, Best Bagel & Coffee was down the street from our hotel. A nice hop, skip and jump, before we take on the day's adventure.

At around 8am, the line wasn't too bad. I want to say that it took us about 30 minutes to get to the front and order. The shop itself isn't all that big. Expect to be packed in like sardines. 

While my friend went to find us a table, me and another gal pal waited to pay for our food and drinks. That took maybe another 15 minutes, with staff being polite and efficient. All good. We were on vacation and wasn't much in a hurry to get to anywhere.

Wifey found a table that a few Canadian tourists were kind to share. Eating our NY bagels was a great conversation piece. Somehow it led to a discussion of east coast vs west coast rap. Humorous all around. 

Rap conversations, aside, the bagels were STACKED. Like seriously loaded. I ordered a garlic bagel with olives and cream cheese. Wifey got an everything bagel, while friend got herself a lox and bagel. I think they put an equivalent of a tub of cream cheese. My friend swore that they put an entire salmon in her bagel. 

Best Bagel isn't shy about stuffing their soft and chewy bagels. It was soooo good! You can complain all you want that there's too much. But, at least, you can take it out. I prefer too much cream cheese versus not enough any day.

Great bagels and good company for breakfast. Definitely, a 5-star experience. If I'm in the area, I'd hit this place up, again."
609,best-bagel-and-coffee-new-york,2020-03-04,5.0,"I had this place bookmarked for a long time but have never had the chance to come.  I finally was in the area and went for it. A lot of reviews mention the line but I went at 8am on a Thursday and although there was a line it moved really quick.  I probably waited 5 minutes to order and 10 minutes to get my food. They are so busy in here so make sure you check your order before leaving!  They forgot my chocolate chip muffin!  It was probably for the best since I am trying to watch my figure anyway. That was the universe teaching me a lesson. 

What I did eat was a Plain bagel with turkey swiss lettuce and tomato.  It was a beautiful sandwich. I love how the bagel is soft and chewy. I can't stand when there is a hard crust on the outside of the bagel and it makes it hard to eat. This bagel was perfect. So good! They have all sorts of options in here so no matter what you are in the mood for you will probably find it. 

I highly recommend! 5 stars all the way."
609,best-bagel-and-coffee-new-york,2020-05-16,4.0,Was walking by and happened to see this place on yelp. The line was out the freaking door so naturally I had to try it! We got the salmon lox bagel and it was delicious. Only downside was that it was so packed finding seating was like playing musical chairs.
609,best-bagel-and-coffee-new-york,2020-02-28,5.0,"Holy shit!  I love bagels, but these are probably the best bagels I've ever had.  Of course this review is based off of me eating Californian bagels all my life and comparing it to a New York bagel.  

Best Bagel & Coffee is packed with very little seating, and normally there is a line.  This place is really popular.  Don't worry though, the line moves pretty fast.  You order your bagel or even a sandwich at the counter straight ahead of you.  The staff taking down your order will then hand you a copy of your order to which you will take it to another line to hand over to another staff who will ring you up.  I know, wtf?  Then you hover over people eating and kind of keep an eye out for people leaving so you can pounce on an empty table.  While you're waiting, listen for your order number to be called so you can then go back to the counter to grab your order.

Seating and even a table with no chairs is very hard to come by here.  I think if the weather was a lot better outside then I wouldn't mind eating outside on some random sidewalk, but since it was chilly, no one wanted to leave their tables.  We ended up eating at a table while standing up which was not ideal, but better than no table I guess.

As for the bagels, they are on the pricey side ($15ish each), but I do think that the freshness and the generous toppings make them totally worth it!  My bf and I ordered toasted bagels with Smoked Salmon, scallion, lettuce, tomatoes, onions, avocados, capers, cucumbers, and cream cheese.  Man, oh man, these bad boys were humongous and freakin delicious.  Everything just tasted super fresh.  I've never had thin cucumber slices with bagels before, but it totally works!  My bf and I eat a lot, but even we were like damn, we should've ordered just one bagel and split it between the both of us.  That's how filling these were.  They were basically bagel sandwiches.  

Best Bagels & Coffee definitely has the best bagels, but not the best coffee though.  The customer service is here OK, and very basic.  I know that the bagels are on the pricey side, but it is definitely worth checking out if you're looking to try out a New York bagel.  Just have some patience and maybe order take out if there are no tables/seating available."
609,best-bagel-and-coffee-new-york,2020-02-26,5.0,"Such a cool find near Times Square. 

It is an awesome place! The line looked long when we got in it, but was so fast I almost didn't have enough time to make up my mind! I got a bacon, egg, and cheese bagel and my husband got a bagel with strawberry cream cheese. They were both phenomenal. The cream cheese was astonishing."
609,best-bagel-and-coffee-new-york,2020-02-06,5.0,"Omfg!!!! The bagel is perfect! I miss nyc putting milk in my coffee! The smell of delicious bread when you walked in! It's huge in here too! It's right around the corner from my hotel which is dangerous, but perfect at the same time! I kept it very very simple, 3.54 bucks for a bagel. My total meal $5 buck, coffee only needs to be $1.00! This place is worth the stop! Check out that everything bagel with  plain cream cheese just how it should be! This a trap for locals and tourists. They are fast, with over 3k reviews I  flew in to come here! 

Lunch or breakfast, hits the spot."
609,best-bagel-and-coffee-new-york,2020-02-25,5.0,"Wow, the bagel here is great! I had the smoked salmon and cream cheese bagel and they gave me so much toppings the single bagel lasted me the entire day. Seating is pretty limited, so you probably have to share a table, but the food is so worth it. I could only finish half my bagel in one sitting and kept the other half for later.

Would return again!"
609,best-bagel-and-coffee-new-york,2020-02-10,4.0,"THIS IS A PLACE FOR TWO!! I got the smoked sandwich bagel and it was A LOTTTTT. I'll also suggest ordering a drink, it helps :) 

I came here Monday ~6:30am and there was no line. I got the smoked salmon on an everything bagel with scallion cream cheese and capers on the side. I got it on the side because I wasn't sure what capers taste like. It's like small sour pellets fyi (think of like pickles but not that crunchy). I think it added like a dimension to the sandwich but I'll leave it up to you to see if it's worth the additional $0.80. 

The salmon was ok. I wished it had a smokier taste tho. I feel like you are paying more for the amount of salmon. They are not skimpy on the scallion cream cheese as well but the capers help cut into that a bit since I like lighter coats of cream cheese. The veggies were good, I honestly wished there was more cuz I've been lacking in veggies this NY trip haha. The bagel was nice! I'd come back for just the regular bagel!!!

If you are a solo traveler, maybe just get a regular plain bagel with a spread. (It is still a NY bagel! Something I wished I told myself lol.) With some will power, I was able to finish my bagel...but now that I finished I'm like I could've done without. 

Note: my review may be skewed by the big dinner I had last night :)))"
609,best-bagel-and-coffee-new-york,2020-01-29,5.0,"I live all the way across the country and still fantasize about this bagel! I have been to this shop twice. It's a no frills, commuter type bagel and coffee shop- but damn it is so good!

There is not a lot of seating and often a line, especially during morning commute times. The line moved very fast when I was in and I was able to grab a seat.

The lox bagel with scallion cream cheese was massive. I could only eat half and then saved the other half for later. 

I tried another fancier shop and found Best Bagel was definitely the best! And cheaper to boot! I will definitely come back EVERYTIME I am in New York. Hell, I'm considering grabbing a flight right now!"
609,best-bagel-and-coffee-new-york,2020-01-13,5.0,"I've been to this bagel shop a few times... it's always crowded which means it's always fresh! Bread is on point, they have a variety of cream cheeses, and plenty of options!! Breakfast sandwiches, hot or cold subs, salads and pastries !

I've gone in the morning before work and there's always a line out the door. However they run their shop great!! It runs smooth, you're in and out within 20 minutes which I feel is worth it. If you'd like to eat in, that will be a little be harder. Seating is limited and like I said there's always a crowd! 

I would suggest Checking them out if you're big on sammies and freshness !"
609,best-bagel-and-coffee-new-york,2020-02-15,5.0,"Amazing Bagel spot!

Stopped here prior to our New York adventure and it did not disappoint. We got here right when it opened and it instantly started to get packed! Seating is limited (we were lucky and scored a small seated table). The bagel was delicious and their iced coffee is everything! 

I ordered a Bacon, Egg & cheese on an egg bagel and my husband ordered it on a cinnamon raisin and we had them both toasted. It was perfect! Highly recommend if you're in the area to try this place out!"
609,best-bagel-and-coffee-new-york,2020-01-31,4.0,"The food is good but quite pricey for a grab and go place that don't have any service at all. 

I got the smoked salmon with sesame bagel and the blueberry bagel with cream cheese. I don't really find the smoked salmon bagel to be any special. It's a standard one but this place gives you more fillings. I enjoyed the blueberry bagel more with just cream cheese filling and toasted. The bread is very fluffy and chewy. You can definitely taste that it's freshly made. It has a pretty purple color and subtle blueberry flavor. They are very generous with the cream cheese; it's as thick as the bagel itself. The cream cheese is whipped so it's very fluffy and soft. It's not overly sour either."
609,best-bagel-and-coffee-new-york,2020-01-02,3.0,"I arrived at 6:30 am because reviews said lines were out the door. There was no line and they were cooking bagels and muffins which was cool to watch. However the register person was confused and didn't know what was going on, over charged me and when he called someone to help him there was still confusion. 

I needed a platter of bagels to bring someone to the hospital wrapped but they only have wrapping with confetti on it and ribbons which is happy and ok for a birthday but not for a hospital visit - or shiva- or something like that. 

Bagels they claim are $1.49 and then charge you extra per item you put on the plater - which they were not up front about. If I knew I was being charged per item like this - I would have gotten a dozen bagels and made my own platter.

But the quality of the bagels are high - good spot to just grab an individual bagel. The crowd favorites were blueberry bagel, cinnamon raisin and corn muffin."
609,best-bagel-and-coffee-new-york,2020-01-09,5.0,"To be honest, I'm not sure if these are the best bagels in NYC because they were the first bagels I had.  They were so good that I couldn't even try any other place and had to keep coming back.  

We ordered the everything bagel with lox and scallion cream cheese and onions.  It was so delicious.  They gave SO much lox that it was almost hard to eat because the bagel was so massive.  I seriously could have ate their every day if I could, but I had to leave room in my stomach to try other things on our trip.  I was so envious of all the business people going in there to get their breakfast to go.  I wish I had something like this near my work in LA.  

Like I said, to be fair, this is the only bagel place I tried, but I'm telling you, you really couldn't go wrong with this place."
609,best-bagel-and-coffee-new-york,2019-12-26,4.0,"Had a great whole wheat everything bagel with tofu veggie spread here! Probably the smoothest tofu spread I've ever come across so I wonder if they put a lot of oil or butter (hopefully it's dairy free). 

Regular black coffee was over brewed/burned so unfortunately we couldn't enjoy bagels&coffee. I would recommend using something like almond milk in the coffee if you do get it."
609,best-bagel-and-coffee-new-york,2019-12-30,4.0,"Great bagel spot located near Penn Station, it's about a 5 minute walk as you get off the train. I got a smoked salmon bagel with cream cheese, capers and red onion. The bagel was great and also massive, they don't skimp on the toppings. The coffee is your standard drip coffee though and nothing special at all. 

Personally I prefer Russ & Daughters for a NYC bagel but the convenience of this place can't be beat. Be prepared to wait though as the lines can get crazy long."
609,best-bagel-and-coffee-new-york,2019-12-09,5.0,"Get this, their everything bagel has seasoning on the top and bottom of the bagel. I didn't know that was possible! 

Wonderfully chewy and boasting a giant dollop of smooth and creamy tofu cream cheese, my everything bagel was a heavenly experience.

I wouldn't say it is better than Absolute Bagels on the upper westside, but I believe their operation may be busy enough to have more consistent bagel output. Like boba, a key to making bagel shops good is having the volume of foot traffic to keep churning out fresh bagels.

It was a 20 minute process at 11:30 a.m. on a Tuesday from lining up to receiving my brown bag of chewy goodness."
609,best-bagel-and-coffee-new-york,2020-03-07,5.0,I ordered a bagel for lunch and it was still amazing and there was still a line!! It is totally worth the wait. Bagels from Best Bagel is always a good idea regardless of the time of day!
609,best-bagel-and-coffee-new-york,2019-12-26,5.0,"We got the Smoked Salmon Bagel Sandwich here and substituted the normal cream cheese for scallion cream cheese (+ $1). We also added the capers (+ $0.80). 

The bagel sandwich was delicious and plenty enough to share for 2.  The capers definitely added some saltiness to the overall flavor. 

This place is busy, but efficient so don't worry."
609,best-bagel-and-coffee-new-york,2020-03-14,4.0,"I have been making my way through all of the top bagel spots in New York. As of now, Brooklyn Bagels still holds the crown, but this place is also very good. Except a long line, especially at peak times, but it will move pretty quickly. It's pretty tough to find a seat, as with any bagel spot, but that's okay. Would come back for sure! I ordered an everything bagel with lox and the works."
609,best-bagel-and-coffee-new-york,2019-12-22,3.0,"I ordered a sesame bagel and schmear because I really wanted to try this bagel on it's own.   ($5.01)

I like my bagels chewy and I found it to be crispier than anything else so to me this was not the best bagel and the schmear wasn't a schmear  it was more like a goop.  It was so much cream cheese oozing out if it I couldn't really enjoy the bagel I had to take some of it off. 

If you like  crispy  bready bagel you might like this place.  The bagel is large and with all the cream cheese you'll be full just a few bites in."
609,best-bagel-and-coffee-new-york,2019-11-25,5.0,"Yelp has done it again folks!  The reviews are accurate - this has to literally be the best bagel in the city.
We had the cinnamon raisin, plain, and everything with two small cream cheese on the side.   The cream cheese is fresh and nice size - easily enough for two bagels unless you really like to load it on.
Each bagel was soft on the inside with the right amount of chew.  The best bagel of the three was the everything.  This one was served to us still hot and fresh from the oven which made it absolutely delicious.
The place is relatively small but there are a number of tables that turn over quickly.  There is also someone cleaning the tables that helps you find an open one.
The line to order can be out the door but it moves quick.  Then you have to crowd around the counter waiting to pick up your bagel.  What else do you expect for something this good.  Trust me folks it is worth it!

Tip: when ordering bagels, if you do not have your heart set on a specific flavor, ask them to give you what just came out of the oven and is still hot"
609,best-bagel-and-coffee-new-york,2019-11-22,5.0,"What more can I add? Their smoked salmon bagel is perfection. I get it on a non-toasted plain bagel with all the included toppings. The lettuce is perfectly shredded, the purple onion is thinly sliced and crispy, and the tomato is the perfect thickness not to be messy. I don't add the optional toppings like capers or avocado.

It's always crowded. First go to the right hand sided line to order. They will give you an order receipt. Then turn around and go to the pay counter and pay for the order. Then wait until they call your number and pick up at the front counter. They call numbers fast. I would say they call a number every 5 to 15 seconds, so it flies by."
609,best-bagel-and-coffee-new-york,2020-03-14,5.0,"Now I see why New York bagels are a thing! The bagels here are so delicious with a crispy outside, and a soft chewy inside. I had the onion bagel toasted with plain cream cheese and I LOVED it! My kids loved the plain bagels as well (they aren't very adventurous). When we arrived the place looked packed. All of the seating was taken, and there was quite a line but they moved that line quickly. I would definitely recommend Best Bagel & Coffee!"
609,best-bagel-and-coffee-new-york,2020-02-16,5.0,"I stay up some nights thinking about their smoked salmon bagel sandwich. The lines here can be daunting, especially in the cold. Worry not, your patience will be rewarded. It can be a little pricey but the portions are humongous and can definitely be shared between 2 people. I'd fly back to New York just for another bite."
609,best-bagel-and-coffee-new-york,2019-12-14,5.0,"I was staying in the area for work at MSG and looked for spots to grab an early bite. We arrived around 7am on a Thursday and there was no line which was great. Ordered a bacon, egg and cheese on an everything bagel toasted + large iced coffee. The service was super quick and the shop was quiet, we got our order really fast. We took our bagels and SUPER strong coffee with us back to MSG with us and ate there. From first bite I was so impressed. I had taken 3 of my workmates and they were all so happy with their bagels and the coffee - it was exactly what we needed. The bagel was stuffed full, toasty but moist at the same time. Took me all morning to drink my coffee because it was so strong.

We attempted to come back at 9am Friday and then 10am Saturday but the line was out the door so we passed - the other bagels we got both times didn't even hold a candle to the Best Bagel and Coffee. I will definitely be back for early morning bagels in the future (when there's no line)."
609,best-bagel-and-coffee-new-york,2019-11-11,5.0,"Best Bagel & Coffee, the name says it all.  This is by far our favorite bagel place in the city. We were in the city last weekend and have a rule on frequenting our favorite bagel place plus one.  No one has taken the favorite away just yet.  We love this place.  I think this time around was the first time the line was not 10 to 12 people deep out the door.  Surprising and not complaining at the same time.  Not sure if it was the time of day or if everyone was watching the Marathon runners they forgot their bagel.  

Now, for the bagels and what we had...my human had his usual, plain bagel with a side of turkey bacon.  The staff is really helpful in charging it as a sandwich, this saves us a buck or two.  Which is always appreciated.  He loved it! 

I had an egg bagel with chive shmear, eggs and turkey bacon.  It was delicious. The amount of shmear was perfect for me to eat the sandwich like a sandwich and not wear it.  

The team has changed something and I think it was a great idea.  They have a person who helps customers get a table by confirming you have already ordered. This allows the patrons who are about to receive their order to have a seat instead of standing because others who have not ordered are already sitting down.  This is was  a great idea! Way to go team.  

All though the line usually goes out the door the team does a really great job at moving the line along.  So, don't let the line intimidate you.  Make the line it will be worth it."
609,best-bagel-and-coffee-new-york,2019-11-11,5.0,"This is a busy, busy place so if you're trying to sit somewhere come with someone so they can scout while the other orders. 

I'm not a bagel person but my husband is and he absolutely loved guys everything bagel breakfast  sandwich. I got a chicken and bacon wrap and it was delicious warm but didn't reheat well. It was actually more than I was anticipating to eat so don't worry about not getting enough food."
609,best-bagel-and-coffee-new-york,2020-02-06,5.0,"This line was pouring outside the shop. I was in New York and I thought I've never been to a bagel shop in the city. This couldn't have been a  More perfect place to have them. So authentic, you see the bagels being made in front of you, the rave isn't just cause they're known for the bagels it's really cause they are amazing. So soft, so much variety. You can have anything on the bagel for breakfast lunch or anytime of the day.  
If I'm in the area again I would love to try something else there. I had chicken sandwiches and they were great. 
They ran out of ccupcakes they had they sounded good and wanted to try it but by  11am they're out. I'd suggest getting a menu while your online to know what you want because they  like taking orders fast. On a busy saturday like that I would probably say expect to eat back home or wherever else because getting a seat will be difficult otherwise just eat standing like some others do. 
10/10"
609,best-bagel-and-coffee-new-york,2019-10-28,5.0,"Looked up the best bagel in the city and Yelp led me here. Located a quick 2 minute walk from MSG and Penn Station, this bagel deli is the real deal. 
My boyfriend and I ordered a sausage, egg and cheese on a plain bagel and an everything bagel with cream cheese and then swapped half of each. Both bagels were not only huge, but perfectly soft and chewy on the inside. If I could come here every day, I definitely would. Don't be intimidated by the long line, it moves fast and they have the process down pat. Order your food at the first counter, then pay and order drinks at the second. Wait for your food and voila - you're out in no time ;)"
609,best-bagel-and-coffee-new-york,2020-03-01,5.0,"I come once a week for my bagel fix. I've never had a bad order, so the consistency is there! It's my favorite bagel shop. My second favorite shop is Ess-A-Bagel. 

Staff is relatively friendly and extremely efficient! You get in line and make your order at one register and they print you out a ticket to pay at another register. It's a great system! You can grab your friends tickets and pay for their meal easily."
609,best-bagel-and-coffee-new-york,2020-02-19,5.0,"Don't let the long lines deter you! The line moves quickly and you'll get your bagel in no time. 

I got the smoked salmon with lettuce, red onions, scallion cream cheese on an everything bagel and it was almost perfection (wish I added tomatoes!). My travel buddy also got the smoked salmon on an everything bagel but added tomatoes, capers, and jalapeno cream cheese. We both really enjoyed our sandwiches and would definitely come back for more! The portions of the bagel sandwiches are huge because they pack so much in it so I suggest sharing if you just want to try it out."
609,best-bagel-and-coffee-new-york,2020-03-01,5.0,"Wow, wow and my god wow! At the young age of 31 I had never tried a bagel with smoked salmon and cream cheese... and what better way than to try it at best bagel in NYC. I was recommended this spot by a cousin and I am so happy we made the morning walk to try. My boyfriend and I ordered a breakfast bagel with sausage and then another bagel with smoked salmon and capers both on everything bagels. Bagels are definitely good to share and be prepared to wait in a line... luckily it wasn't too busy when we went. 100% would return... Best bagels EVER!"
609,best-bagel-and-coffee-new-york,2019-09-08,5.0,"Navigating this place can be tricky because there's always a huge crowd once you walk in, so please follow these directions if it is your first time. 

1. Make your way to the back of the store to place your order. If you are indecisive, it may be best to study the pictures of the menu that your fellow Yelpers have posted. New Yorkers may express their emotions of frustration if you stand in front of the cashier not knowing what you want.

2. Once you order they will give you a receipt. Take this receipt back to the front of the store (by the front door entrance) to pay.

3. Now that you have paid, stand with the crowd until your number is called. The crowd may be overwhelming but service is quick and most are in and out. 

4. Enjoy your delicious bagel and coffee! Oh and good luck finding a table."
610,grace-street-new-york,2020-03-31,5.0,"Went here with Pogibear for some dessert. They have few vegan options and tried all of them. Food was soooo good. Definitely would love to go back after the corona virus. Bubble tea was also refreshing. The Beignets are so yummy. Their sorbets were pretty good too. 

Place was really busy when I went which is a good sign. Cant wait to come back."
610,grace-street-new-york,2020-05-14,5.0,"I have been looking for Basque Burnt Cheesecake for a while. It is a huge surprise that Grace Street is offering it even during pandemic. This cake tastes so smooth and creamy, and not too sweet! Any cheesecake lover must try it!"
610,grace-street-new-york,2020-04-10,5.0,"Ordered 2 Dalgona coffees and a 6 pack of their prepackaged matcha honey lattes for pickup. The coffees were incredibly delicious and filling (they come in huge cups and we ordered ours with boba so definitely a meal-sized drink lol). The perfect pick-me-up during these crazy times! A few hours later I got a message saying that the matcha lattes were accidentally made with regular milk and asked if I wanted replacements. It was such a lovely surprise that they reached out and offered this. I took them up on the offer for a new set of lattes, and they let me know that they can deliver them. However, my address was too far from the store so I offered to drive back in. When we arrived at the shop the next day, the lattes were ready to go and everyone was so nice about the mistake. They even threw in some extra free goodies for the trouble. I highly recommend Grace Street not only for the wonderful drinks and snacks, but also for their customer service! An incredibly pleasant experience, will be ordering again soon!"
610,grace-street-new-york,2020-06-03,5.0,"Thank you so much for providing the frontline hospital staff with your delicious food.  

I am especially grateful that you took the time to handwrite a special not on each box and container.  

We appreciate you"
610,grace-street-new-york,2020-05-10,4.0,"Edit 2/2020: Honestly, five stars alone for the rose petal milk tea. The ube tea is a close second. I will be getting one or the other every time I visit from now on!

Edit 5/2020: Ordered delivery via Postmates. Rose petal milk tea remains perfect, and I absolutely loved the Dalgona coffee cream puff. Our Postmate got lost so delivery took a long time, but I would order again because the products are so amazing!"
610,grace-street-new-york,2020-03-31,5.0,"Visiting K-town in NYC and craving some desserts? You should defiantly stop by grace street! 

The desserts that are at this place are pretty close to the deserts that are served in Korea. The way that it is plated to the desserts that are on the menu. The matcha ice cream waffle was served warm and it has defiantly satisfied my cravings. If you stop by here I recommend the jasmine matcha bubble tea that is served here. The tea that is served here is so good and you can taste both the jasmine and matcha which, is weirdly such a great combo! 

The atmosphere is nice to go during the day and study when there are less customers. You could stop by with your friends or family it is a relaxed place and there are a good amount of seats here as well! 

Overall this is such a good place to visit however, this place is a bit on the pricer side but I would say it is a place I would visit again when I am in the city!"
610,grace-street-new-york,2020-03-08,3.0,"I like this place, but I think it's slightly overhyped. I'm also not a strong believer of waiting in line, so that also is a reason I docked a star.

Food-wise, it's great. However, it's not the WOW that would make me wait 30min+ for this place. 

So onto the food (important note: food reviewed was based on their vegan/gluten-free option):

1. Ho-Dduk (Korean Donut)- 7/10. Honestly, I've had better. For the price, this isn't worth it. I love hodduck, but I don't feel like the price justified for amount of Korean donuts we got, especially since they were small. The ice cream that it came with was sorbet so I get that that contributes to price, but I don't know if I'm convinced to order it again. It is tasty, but less so when we account for the price.

2. Matcha Beignets- 9/10. These were great!! For the price, the amount we got was lovely. Also, we had ordered the regular + vegan/gluten free and they tasted identical? Not sure if the vegan/gluten free aspect was just for the ice cream. It is YUMMMM (but don't compare it to the ones in New Orleans because that's just unfair)

3. Rose Petal Milk Tea- 9/10. I really liked this! Not everyone likes rose-scented drinks but this girl does and this hit the spot. It's slightly sweeter than I'd prefer but nonetheless a tasty beverage.

4. An Almond Speciality Tea- 8/10. If you've been to DavidsTea, this is quite close. It's a western take on tea with sweetness from a combination of different ingredients. 

P.S. Some people work in this shop which I find mindblowing because it's so loud, I have no idea how they can concentrate. BUT, all that is to say, you can study/work here too and bring a book/laptop :)"
610,grace-street-new-york,2020-03-21,4.0,"This is a must try dessert place if you're looking for a place to hang in k-town. It's a super cute place to chill with friends and grab some desserts. It's usually not hard to find seating and the service is very friendly. 

I usually get the rose milk tea with oat milk and boba. The honey boba can be inconsistent at times but during its peaks it's soo nice and chewy. The boba is already very sweet so if you're not into a lot of sweetness you should get the milk tea with less of no sugar. I like the rose flavor one because it's beautiful and has a nice, floral taste. The rose taste it pretty strong, which I like. 

I also usually get the hotteok, which is a korean sweet pancake with brown sugar filling. I can't find this dessert in the city elsewhere, so I'm very glad grace street has it. Can't say much about this dessert because it's usually super delicious, and the one at Grace street's is no exception. The only thing is the bread part can be thick and dry at times. You can make it vegan by getting it with strawberry sorbet!

Usually people get the shaved ice here, which are also very nice. But I want to shine light onto their other options! They are equally as good."
